"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP1wt_rep1"	"IGF2BP1wt_rep2"	"IGF2BP1R167C_rep1"	"IGF2BP1R167C_rep2"	"IGF2BP1R167H_rep1"	"IGF2BP1R167H_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr4"	186709193	186709201	"IGF2BP1R168C"	"-"	5.13	7.148571429	6.655	8.423333333	2.416	0.318	"ENSG00000083857.14"	"FAT1"	"protein_coding"	"CDS"
"chr4"	186709266	186709274	"IGF2BP1R168C,IGF2BP1wt"	"-"	12.3725	28.455	17.465	18.57142857	0.76	0.505	"ENSG00000083857.14"	"FAT1"	"protein_coding"	"CDS"
"chr4"	186709332	186709344	"IGF2BP1R168H,IGF2BP1wt"	"-"	16.40363636	8.792727273	14.56909091	3.41	9.986666667	5.052	"ENSG00000083857.14"	"FAT1"	"protein_coding"	"CDS"
"chr4"	186709528	186709536	"IGF2BP1R168C"	"-"	14.34571429	5.79	23.29428571	21.584	13.60857143	6.777142857	"ENSG00000083857.14"	"FAT1"	"protein_coding"	"CDS"
"chr4"	186709723	186709731	"IGF2BP1R168H"	"-"	34.4125	32.435	34.9575	31.35125	27.06666667	14.226	"ENSG00000083857.14"	"FAT1"	"protein_coding"	"CDS"
"chr4"	186709741	186709750	"IGF2BP1R168C,IGF2BP1wt"	"-"	52.3425	32.59142857	42.16	39.045	24.7975	4.037142857	"ENSG00000083857.14"	"FAT1"	"protein_coding"	"CDS"
"chr5"	256487	256497	"IGF2BP1R168C,IGF2BP1wt"	"+"	5.1	6.3025	3.72	8.37	1.06	0	"ENSG00000073578.17"	"SDHA"	"protein_coding"	"3UTR"
"chr5"	314866	314874	"IGF2BP1wt"	"+"	7.625	7.31	7.47	0.61	0	0	"ENSG00000249915.8"	"PDCD6"	"protein_coding"	"3UTR"
"chr5"	1317966	1317974	"IGF2BP1wt"	"-"	10.69714286	13.84	12.65	12.19285714	1.09	7.2475	"ENSG00000049656.14"	"CLPTM1L"	"protein_coding"	"3UTR"
"chr5"	1318248	1318258	"IGF2BP1R168H,IGF2BP1wt"	"-"	10.172	11.635	7.38	17.70833333	9.18	4.9375	"ENSG00000049656.14"	"CLPTM1L"	"protein_coding"	"3UTR"
"chr5"	5460664	5460672	"IGF2BP1R168C"	"+"	5.02	6.784	8.4	8.806666667	3.38	1.995	"ENSG00000164151.12"	"ICE1"	"protein_coding"	"CDS"
"chr5"	5463150	5463158	"IGF2BP1R168C"	"+"	3.35	0.6533333333	7.47	4.948333333	0.75	1.913333333	"ENSG00000164151.12"	"ICE1"	"protein_coding"	"CDS"
"chr5"	6599790	6599798	"IGF2BP1R168H"	"-"	12.25	12.48666667	0	10.1825	9.585	12.454	"ENSG00000037474.15"	"NSUN2"	"protein_coding"	"3UTR"
"chr5"	6604235	6604243	"IGF2BP1wt"	"-"	5.693333333	9.266666667	1.04	0	0	0.21	"ENSG00000037474.15"	"NSUN2"	"protein_coding"	"CDS"
"chr5"	6605352	6605360	"IGF2BP1wt"	"-"	10.4	15.94	3.592	11.722	0.5	9.013333333	"ENSG00000037474.15"	"NSUN2"	"protein_coding"	"CDS"
"chr5"	6606836	6606844	"IGF2BP1wt"	"-"	15.192	8.406666667	0	0	0.24	2.385	"ENSG00000037474.15"	"NSUN2"	"protein_coding"	"CDS"
"chr5"	6607338	6607346	"IGF2BP1R168C"	"-"	7.273333333	2.4	5.86	6.6525	0.795	2.626666667	"ENSG00000037474.15"	"NSUN2"	"protein_coding"	"CDS"
"chr5"	6617978	6617986	"IGF2BP1R168C"	"-"	13.36	18.295	19.46	35.24	16	10.445	"ENSG00000037474.15"	"NSUN2"	"protein_coding"	"CDS"
"chr5"	6623250	6623262	"IGF2BP1R168C,IGF2BP1wt"	"-"	11.704	6.232	4.025	5.84	0.7266666667	1.18	"ENSG00000037474.15"	"NSUN2"	"protein_coding"	"CDS"
"chr5"	6625636	6625648	"IGF2BP1R168H,IGF2BP1wt"	"-"	16.92857143	11.86857143	1.96	11.01333333	6.172	4.06625	"ENSG00000037474.15"	"NSUN2"	"protein_coding"	"CDS"
"chr5"	6756768	6756776	"IGF2BP1wt"	"+"	8.393333333	9.83	1.02	16.03	2.59	9.1925	"ENSG00000112941.14"	"TENT4A"	"protein_coding"	"3UTR"
"chr5"	6848435	6848443	"IGF2BP1wt"	"-"	28.46	22.16	19.56	33.86	17.9	11.58	"ENSG00000200243.1"	"RN7SKP79"	"misc_RNA"	"exon"
"chr5"	6848450	6848458	"IGF2BP1R168H"	"-"	14.785	11.11	13.98666667	20.27333333	11.745	8.471428571	"ENSG00000200243.1"	"RN7SKP79"	"misc_RNA"	"exon"
"chr5"	10254173	10254181	"IGF2BP1R168C"	"+"	9.55	3.38	16.86333333	32.66166667	0	8.5	"ENSG00000150753.12"	"CCT5"	"protein_coding"	"CDS"
"chr5"	10258443	10258452	"IGF2BP1R168C,IGF2BP1wt"	"+"	27.15	23.41444444	9.183333333	19.17375	12.885	6.10375	"ENSG00000150753.12"	"CCT5"	"protein_coding"	"CDS"
"chr5"	10264868	10264876	"IGF2BP1wt"	"+"	29.2525	17.82285714	6.795	19.894	9.66	4.342	"ENSG00000150753.12"	"CCT5"	"protein_coding"	"3UTR"
"chr5"	10264968	10264976	"IGF2BP1R168C"	"+"	15.6	10.53666667	10.28	15.838	10.4	1.0825	"ENSG00000150753.12"	"CCT5"	"protein_coding"	"3UTR"
"chr5"	10264980	10264988	"IGF2BP1wt"	"+"	17.84	10.896	8.24	13.876	4.166666667	0.14	"ENSG00000150753.12"	"CCT5"	"protein_coding"	"3UTR"
"chr5"	10402130	10402138	"IGF2BP1R168C"	"+"	1.1	7.96	8.145	4.81	0.09	0	"ENSG00000145495.16"	"MARCHF6"	"protein_coding"	"CDS"
"chr5"	10402390	10402398	"IGF2BP1wt"	"+"	5.735	10.075	14.49	9.3775	8.545	7.0525	"ENSG00000145495.16"	"MARCHF6"	"protein_coding"	"CDS"
"chr5"	10414456	10414464	"IGF2BP1wt"	"+"	8.38	12.468	2.28	2.085	0	0	"ENSG00000145495.16"	"MARCHF6"	"protein_coding"	"CDS"
"chr5"	10426490	10426498	"IGF2BP1R168H"	"+"	1.452	2.768	1.78	7.15	7.826	7.52	"ENSG00000145495.16"	"MARCHF6"	"protein_coding"	"CDS"
"chr5"	10433640	10433648	"IGF2BP1R168C"	"+"	1.09	8.496	6.492	3.388	0.5733333333	7.6625	"ENSG00000145495.16"	"MARCHF6"	"protein_coding"	"CDS"
"chr5"	10680132	10680140	"IGF2BP1R168C"	"-"	7.135	6.645	10.96	12.1025	3.045	1.7025	"ENSG00000112977.16"	"DAP"	"protein_coding"	"3UTR"
"chr5"	10680902	10680910	"IGF2BP1R168C"	"-"	8.534285714	6.55	5.844	3.945	1.12	0.73	"ENSG00000112977.16"	"DAP"	"protein_coding"	"CDS"
"chr5"	14304540	14304548	"IGF2BP1wt"	"+"	11.00666667	4.715	2.46	3.056666667	4.59	1.8	"ENSG00000038382.20"	"TRIO"	"protein_coding"	"CDS"
"chr5"	14485119	14485127	"IGF2BP1R168H"	"+"	3.825	0.9933333333	5.953333333	6.446	9.09	7.516	"ENSG00000038382.20"	"TRIO"	"protein_coding"	"CDS"
"chr5"	14508488	14508496	"IGF2BP1wt"	"+"	8.96	6.37	3.06	2.18	0	1.605	"ENSG00000038382.20"	"TRIO"	"protein_coding"	"3UTR"
"chr5"	14751098	14751106	"IGF2BP1R168C"	"-"	1.66	6.98	5.85	10.26	5.18	2.53	"ENSG00000154122.14"	"ANKH"	"protein_coding"	"CDS"
"chr5"	27111613	27111622	"IGF2BP1R168H,IGF2BP1wt"	"+"	19.16	31.595	25.52	33.48666667	31	24.68	"ENSG00000207261.1"	"RNU6-738P"	"snRNA"	"exon"
"chr5"	27476080	27476088	"IGF2BP1R168C,IGF2BP1wt"	"+"	7.6	6.016	6.824	11.04	0.3333333333	0.3025	"ENSG00000250337.7"	"PURPL"	"lncRNA"	"exon"
"chr5"	27478212	27478220	"IGF2BP1wt"	"+"	11.72	11.51	9.15	5.805	5.36	3.276666667	"ENSG00000250337.7"	"PURPL"	"lncRNA"	"intron"
"chr5"	27480864	27480872	"IGF2BP1R168C,IGF2BP1wt"	"+"	9.266666667	15.672	13.26	20.105	9.38	1.2425	"ENSG00000250337.7"	"PURPL"	"lncRNA"	"intron"
"chr5"	27484936	27484946	"IGF2BP1R168C,IGF2BP1R168H"	"+"	7.036666667	7.072	16.07428571	8.673333333	11.79777778	6.668571429	"ENSG00000250337.7"	"PURPL"	"lncRNA"	"exon"
"chr5"	27485248	27485256	"IGF2BP1R168H"	"+"	4.613333333	7.92	4.105	4.0375	8.12	12.25	"ENSG00000250337.7"	"PURPL"	"lncRNA"	"exon"
"chr5"	31422914	31422922	"IGF2BP1R168C"	"-"	4.826666667	7.984	10.56	13.10333333	3.906666667	0	"ENSG00000113360.17"	"DROSHA"	"protein_coding"	"CDS"
"chr5"	31538320	31538328	"IGF2BP1R168C"	"+"	2.24	2.94	8.67	12.535	2.5	3.21	"ENSG00000082213.18"	"C5orf22"	"protein_coding"	"CDS"
"chr5"	31820603	31820611	"IGF2BP1wt"	"-"	11.2	19.11	13.26	9.083333333	14	10.7	"ENSG00000252373.1"	"RNU6-358P"	"snRNA"	"exon"
"chr5"	32125094	32125105	"IGF2BP1R168H,IGF2BP1wt"	"-"	16.42666667	36.26	10.31	19.47857143	24.5	9.005	"ENSG00000113384.14"	"GOLPH3"	"protein_coding"	"3UTR"
"chr5"	32125766	32125774	"IGF2BP1wt"	"-"	18.36333333	10.752	2.784	15.98	3.633333333	6.356666667	"ENSG00000113384.14"	"GOLPH3"	"protein_coding"	"3UTR"
"chr5"	32126134	32126146	"IGF2BP1R168C,IGF2BP1R168H"	"-"	27.95714286	28.508	24.32666667	29.06375	27.75777778	10.44333333	"ENSG00000113384.14"	"GOLPH3"	"protein_coding"	"3UTR"
"chr5"	32126514	32126525	"IGF2BP1R168C,IGF2BP1wt"	"-"	22.85333333	20.9925	12.185	34.9625	19.33333333	11.09428571	"ENSG00000113384.14"	"GOLPH3"	"protein_coding"	"CDS"
"chr5"	32263218	32263226	"IGF2BP1R168C"	"-"	9.673333333	6.1	5.75	15.03	8.06	2.94	"ENSG00000150712.11"	"MTMR12"	"protein_coding"	"CDS"
"chr5"	32354818	32354826	"IGF2BP1R168C,IGF2BP1wt"	"-"	12.58	30.696	24.21	28.245	13.58	0	"ENSG00000056097.16"	"ZFR"	"protein_coding"	"3UTR"
"chr5"	32379150	32379158	"IGF2BP1wt"	"-"	10.99333333	10.41	0.75	18.435	5.68	4.67	"ENSG00000056097.16"	"ZFR"	"protein_coding"	"CDS"
"chr5"	32385574	32385588	"IGF2BP1R168C,IGF2BP1R168H"	"-"	6.155555556	0.584	19.685	13.809	2.630909091	12.396	"ENSG00000056097.16"	"ZFR"	"protein_coding"	"CDS"
"chr5"	32395254	32395262	"IGF2BP1wt"	"-"	6.78	7.493333333	0	0	11.805	4.601428571	"ENSG00000056097.16"	"ZFR"	"protein_coding"	"CDS"
"chr5"	32403184	32403192	"IGF2BP1wt"	"-"	19.17333333	19.26666667	13.22	24.368	0.68	1.2175	"ENSG00000056097.16"	"ZFR"	"protein_coding"	"CDS"
"chr5"	32406838	32406852	"IGF2BP1R168C,IGF2BP1wt"	"-"	8.3075	11.405	8.95	5.772	0.4533333333	0.56	"ENSG00000056097.16"	"ZFR"	"protein_coding"	"CDS"
"chr5"	32444279	32444287	"IGF2BP1wt"	"-"	16.224	9.814285714	4.036666667	0	2.666666667	11.69	"ENSG00000056097.16"	"ZFR"	"protein_coding"	"CDS"
"chr5"	32591620	32591628	"IGF2BP1wt"	"+"	17.76	18.32	2.07	13.09857143	0.828	3.12	"ENSG00000113387.12"	"SUB1"	"protein_coding"	"CDS"
"chr5"	32601088	32601099	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	67.76286	65.25091091	50.40666778	59.40333556	21.88	24.115	"ENSG00000113387.12"	"SUB1"	"protein_coding"	"3UTR"
"chr5"	32601284	32601292	"IGF2BP1wt"	"+"	11.845	25.10571429	0.396	26.75857143	1.924	6.364	"ENSG00000113387.12"	"SUB1"	"protein_coding"	"3UTR"
"chr5"	33448692	33448703	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	14.12	18.832	22.39	16.27142857	15.6075	7.09	"ENSG00000113407.14"	"TARS1"	"protein_coding"	"CDS"
"chr5"	33456011	33456019	"IGF2BP1R168H"	"+"	6.062857143	12.152	10.76333333	5.766	5.016	3.695	"ENSG00000113407.14"	"TARS1"	"protein_coding"	"CDS"
"chr5"	33456030	33456038	"IGF2BP1wt"	"+"	10.4	15.195	5.544	11.435	0	1.742	"ENSG00000113407.14"	"TARS1"	"protein_coding"	"CDS"
"chr5"	33456206	33456214	"IGF2BP1R168C"	"+"	5.02	10.41	7.72	16.8	4.18	1.46	"ENSG00000113407.14"	"TARS1"	"protein_coding"	"CDS"
"chr5"	33457262	33457270	"IGF2BP1wt"	"+"	8.006666667	15.604	2.28	8.625	1.18	0.4625	"ENSG00000113407.14"	"TARS1"	"protein_coding"	"CDS"
"chr5"	33466917	33466925	"IGF2BP1R168H"	"+"	2.76	13.225	13.74	11.255	16.36	15.332	"ENSG00000113407.14"	"TARS1"	"protein_coding"	"CDS"
"chr5"	33467688	33467698	"IGF2BP1R168H,IGF2BP1wt"	"+"	13.13666667	21.29	14.65666667	13.42571429	9.423333333	19.14833333	"ENSG00000113407.14"	"TARS1"	"protein_coding"	"CDS"
"chr5"	34918408	34918416	"IGF2BP1R168H"	"+"	1.508	4.504	5.29	7.741666667	3.876666667	9.572	"ENSG00000113460.13"	"BRIX1"	"protein_coding"	"CDS"
"chr5"	34922218	34922226	"IGF2BP1R168C,IGF2BP1wt"	"+"	20.44	15.37666667	9.316	10.80333333	5.5	6.6775	"ENSG00000113460.13"	"BRIX1"	"protein_coding"	"CDS"
"chr5"	34922556	34922564	"IGF2BP1R168C"	"+"	3.86	7.325	16.34571429	21.322	7.09	1.61	"ENSG00000113460.13"	"BRIX1"	"protein_coding"	"CDS"
"chr5"	34954564	34954572	"IGF2BP1R168C"	"+"	7.28	10.535	7.65	7.63	6	2.675	"ENSG00000168724.17"	"DNAJC21"	"protein_coding"	"CDS"
"chr5"	36152900	36152908	"IGF2BP1R168C"	"+"	1.1	8.94	15.2	5.355	2.18	1.816666667	"ENSG00000145604.17"	"SKP2"	"protein_coding"	"CDS"
"chr5"	36166612	36166620	"IGF2BP1R168C"	"+"	4.92	0	4.78	8.83	0.06	0.04666666667	"ENSG00000145604.17"	"SKP2"	"protein_coding"	"CDS"
"chr5"	36182048	36182056	"IGF2BP1R168H"	"+"	1.62	3.79	14.796	5.71	10.04	10.8	"ENSG00000145604.17"	"SKP2"	"protein_coding"	"3UTR"
"chr5"	36183907	36183915	"IGF2BP1wt"	"+"	12.088	6.908	8.475	3.783333333	7.648571429	6.8825	"ENSG00000145604.17"	"SKP2"	"protein_coding"	"CDS"
"chr5"	36193954	36193962	"IGF2BP1R168C"	"-"	9.333333333	9.8	10.2	12.535	4	1.07	"ENSG00000152620.13"	"NADK2"	"protein_coding"	"3UTR"
"chr5"	36985004	36985012	"IGF2BP1R168C"	"+"	0.695	1.76	8.07	5.012857143	6.155	0.292	"ENSG00000164190.19"	"NIPBL"	"protein_coding"	"CDS"
"chr5"	36985466	36985474	"IGF2BP1wt"	"+"	9.413333333	6.905	0	9.8925	0	3.482	"ENSG00000164190.19"	"NIPBL"	"protein_coding"	"CDS"
"chr5"	36985484	36985492	"IGF2BP1R168H"	"+"	5.851428571	2.77	0.865	1.78	4.666666667	6.6775	"ENSG00000164190.19"	"NIPBL"	"protein_coding"	"CDS"
"chr5"	37020570	37020578	"IGF2BP1wt"	"+"	10.34666667	8.62	17.54	25.19142857	6.8	7.976	"ENSG00000164190.19"	"NIPBL"	"protein_coding"	"CDS"
"chr5"	37020796	37020804	"IGF2BP1wt"	"+"	7.48	12.66	4.16	12.35	2.4	6.165	"ENSG00000164190.19"	"NIPBL"	"protein_coding"	"CDS"
"chr5"	37299465	37299476	"IGF2BP1R168C,IGF2BP1wt"	"-"	9.242857143	5.488	16.30666667	8.638333333	6.648571429	2.413333333	"ENSG00000113569.16"	"NUP155"	"protein_coding"	"CDS"
"chr5"	37310728	37310736	"IGF2BP1R168C"	"-"	0	0	4.608	3.831428571	0	1.11	"ENSG00000113569.16"	"NUP155"	"protein_coding"	"CDS"
"chr5"	37314260	37314268	"IGF2BP1wt"	"-"	10.07333333	8.88	6.168	11.23166667	4.393333333	1.8	"ENSG00000113569.16"	"NUP155"	"protein_coding"	"CDS"
"chr5"	37333583	37333591	"IGF2BP1R168C"	"-"	16.552	1.65	4.95	8.23	5.24	2.9925	"ENSG00000113569.16"	"NUP155"	"protein_coding"	"CDS"
"chr5"	37352784	37352792	"IGF2BP1wt"	"-"	13.38	7.383333333	0	6.582	0	5.985	"ENSG00000113569.16"	"NUP155"	"protein_coding"	"CDS"
"chr5"	37371010	37371022	"IGF2BP1R168C,IGF2BP1wt"	"-"	13.54666667	14.29333333	11.47	19.04571429	3.5	10.98	"ENSG00000113569.16"	"NUP155"	"protein_coding"	"5UTR"
"chr5"	38876228	38876236	"IGF2BP1R168C"	"+"	18.31	8.86	7.585	37.60166667	14.28666667	7.796666667	"ENSG00000145623.13"	"OSMR"	"protein_coding"	"CDS"
"chr5"	38886064	38886072	"IGF2BP1R168H"	"+"	15.54	27.285	20.21142857	11.15	5.073333333	9.403333333	"ENSG00000145623.13"	"OSMR"	"protein_coding"	"CDS"
"chr5"	38933056	38933064	"IGF2BP1R168C"	"+"	9.4	0.89	9.555	9.914	0	1.49	"ENSG00000145623.13"	"OSMR"	"protein_coding"	"CDS"
"chr5"	38933176	38933184	"IGF2BP1wt"	"+"	10.02	6.277142857	4.71	6.918	4.59	0.87	"ENSG00000145623.13"	"OSMR"	"protein_coding"	"CDS"
"chr5"	38934104	38934112	"IGF2BP1R168C"	"+"	0	0.048	5.895	12.85833333	0.725	1.986	"ENSG00000145623.13"	"OSMR"	"protein_coding"	"3UTR"
"chr5"	38934290	38934298	"IGF2BP1R168H"	"+"	1.668	9.37	5.73	8.24	10.144	6.7125	"ENSG00000145623.13"	"OSMR"	"protein_coding"	"3UTR"
"chr5"	40762638	40762646	"IGF2BP1R168C"	"-"	1.76	4.16	8.64	5.26	9.36	0	"ENSG00000132356.11"	"PRKAA1"	"protein_coding"	"3UTR"
"chr5"	40832474	40832486	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	40.60833333	76.00500083	32.93454545	86.62000083	34.788	16.10909091	"ENSG00000145592.14"	"RPL37"	"protein_coding"	"3UTR"
"chr5"	40834217	40834228	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	175.7054536	151.81636	148.9054509	260.0054555	85.779999	112.6563664	"ENSG00000145592.14"	"RPL37"	"protein_coding"	"CDS"
"chr5"	41917387	41917395	"IGF2BP1wt"	"+"	14.452	10.1	5.246666667	4.792	0.09	3.746666667	"ENSG00000205765.9"	"C5orf51"	"protein_coding"	"3UTR"
"chr5"	42799922	42799933	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	39.19777778	34.056	30.918	47.61545818	12.8125	20.24111111	"ENSG00000250722.6"	"SELENOP"	"protein_coding"	"3UTR"
"chr5"	42800086	42800094	"IGF2BP1R168H"	"-"	1.145714286	29.07428571	25.74	33.2225	28.08666667	6.607142857	"ENSG00000250722.6"	"SELENOP"	"protein_coding"	"3UTR"
"chr5"	42800248	42800256	"IGF2BP1R168H"	"-"	49.98	43.665	19.704	33.44	36.405	25.05	"ENSG00000250722.6"	"SELENOP"	"protein_coding"	"3UTR"
"chr5"	42800336	42800344	"IGF2BP1R168C,IGF2BP1wt"	"-"	48.17	55.87428571	37.10285714	69.37375	11.27142857	21.37833333	"ENSG00000250722.6"	"SELENOP"	"protein_coding"	"3UTR"
"chr5"	42800569	42800582	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	29.16444444	26.814	27.76545455	22.28666667	21.828	8.259166667	"ENSG00000250722.6"	"SELENOP"	"protein_coding"	"3UTR"
"chr5"	42800723	42800731	"IGF2BP1R168C"	"-"	32.07	54.28571429	33.2025	40.27285714	17.89714286	12.88875	"ENSG00000250722.6"	"SELENOP"	"protein_coding"	"CDS"
"chr5"	42800859	42800867	"IGF2BP1R168H"	"-"	50.70333167	53.825005	15.1725	46.36750125	79.7525	82.4349975	"ENSG00000250722.6"	"SELENOP"	"protein_coding"	"CDS"
"chr5"	42800872	42800880	"IGF2BP1wt"	"-"	63.0000025	57.8550025	24.86571286	59.895005	70.675	56.85125	"ENSG00000250722.6"	"SELENOP"	"protein_coding"	"CDS"
"chr5"	42801058	42801067	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	74.19555333	89.62666778	45.44666444	98.29888889	27.88888889	38.44889111	"ENSG00000250722.6"	"SELENOP"	"protein_coding"	"CDS"
"chr5"	42801248	42801256	"IGF2BP1wt"	"-"	82.105	109.8249987	54.855	61.87714429	27.56	23.03571429	"ENSG00000250722.6"	"SELENOP"	"protein_coding"	"CDS"
"chr5"	42804688	42804696	"IGF2BP1R168H"	"-"	77.77749875	78.022495	75.75750125	101.0099988	61.98249875	113.2812475	"ENSG00000250722.6"	"SELENOP"	"protein_coding"	"CDS"
"chr5"	42806920	42806930	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	58.85555556	71.28444667	24.04666667	46.439	58.346	25.64555556	"ENSG00000250722.6"	"SELENOP"	"protein_coding"	"CDS"
"chr5"	42807006	42807017	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	47.55777778	47.586	39.45	58.497	37.39	23.45857143	"ENSG00000250722.6"	"SELENOP"	"protein_coding"	"CDS"
"chr5"	43289643	43289651	"IGF2BP1wt"	"-"	14.24	7.91	0.35	6.285	3.406666667	11.745	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"3UTR"
"chr5"	43290724	43290732	"IGF2BP1R168C"	"-"	18.125	13.20285714	6.216	10.99	5.884	2.162	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"3UTR"
"chr5"	43290878	43290888	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	83.23143143	90.52889	57.6975	119.739002	44.44857143	33.34166667	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"3UTR"
"chr5"	43291144	43291154	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	12.50888889	23.52222222	24.4575	47.10333333	16.69428571	18.07142857	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"CDS"
"chr5"	43292548	43292556	"IGF2BP1wt"	"-"	28.54	49.7325	21.3875	7.27625	23.14285714	23.47375	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"CDS"
"chr5"	43292850	43292862	"IGF2BP1R168C,IGF2BP1wt"	"-"	25.34	20.04666667	17.41	26.24666667	11.18	6.81	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"CDS"
"chr5"	43292958	43292966	"IGF2BP1R168C"	"-"	0	10.99714286	6.108	11.32166667	0	2.11	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"CDS"
"chr5"	43294067	43294076	"IGF2BP1R168C,IGF2BP1wt"	"-"	7.3375	12.12571429	6.5475	4.175	7.5	0.8	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"CDS"
"chr5"	43294757	43294768	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	18.96571429	30.065	4.937142857	27.265	15.35714286	3.09125	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"CDS"
"chr5"	43295849	43295857	"IGF2BP1R168C"	"-"	45.13666667	40.2	35.925	52.99571429	17.01428571	3.653333333	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"CDS"
"chr5"	43295863	43295871	"IGF2BP1R168H"	"-"	26.392	38.58666667	32.28	39.97142857	29.135	9.355	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"CDS"
"chr5"	43298586	43298594	"IGF2BP1wt"	"-"	52.71	36.295	33.05142857	44.495	26.28666667	19.0625	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"CDS"
"chr5"	43298742	43298750	"IGF2BP1R168C"	"-"	13.18666667	8.7275	17.9	19.82875	2.296666667	3.617142857	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"CDS"
"chr5"	43307790	43307798	"IGF2BP1R168C"	"-"	9.568	8.115	7.44	13.31	2.36	12.315	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"5UTR"
"chr5"	43309695	43309703	"IGF2BP1wt"	"-"	11.94666667	10.045	9.69	13.08	7	6.42	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"intron"
"chr5"	43309704	43309712	"IGF2BP1R168C"	"-"	12.32	8.036	10.455	14.17	7.5	9.63	"ENSG00000112972.15"	"HMGCS1"	"protein_coding"	"intron"
"chr5"	44813168	44813176	"IGF2BP1wt"	"+"	5.611428571	6.648	11.12285714	10.53166667	8.872	2.2775	"ENSG00000112996.11"	"MRPS30"	"protein_coding"	"CDS"
"chr5"	52801534	52801542	"IGF2BP1R168C"	"+"	8.4	21.72333333	15.3	16.71333333	1	14.1775	"ENSG00000152684.11"	"PELO"	"protein_coding"	"CDS"
"chr5"	52922834	52922842	"IGF2BP1R168C"	"+"	2.348	4.924	4.328571429	7.502	1	0.535	"ENSG00000213949.10"	"ITGA1"	"protein_coding"	"CDS"
"chr5"	53026816	53026824	"IGF2BP1wt"	"+"	14.416	6.846666667	4.553333333	10.2375	1.635	0.13	"ENSG00000164171.11"	"ITGA2"	"protein_coding"	"CDS"
"chr5"	53065021	53065029	"IGF2BP1wt"	"+"	6.673333333	8.728	1.966666667	5.4225	1.68	0	"ENSG00000164171.11"	"ITGA2"	"protein_coding"	"CDS"
"chr5"	53075073	53075084	"IGF2BP1R168C,IGF2BP1wt"	"+"	15.815	20.76333333	28.404	16.88142857	7.726666667	6.193333333	"ENSG00000164171.11"	"ITGA2"	"protein_coding"	"CDS"
"chr5"	53075266	53075280	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	15.772	18.41333333	17.07	15.492	7.346666667	8.771666667	"ENSG00000164171.11"	"ITGA2"	"protein_coding"	"CDS"
"chr5"	53081628	53081636	"IGF2BP1R168C,IGF2BP1wt"	"+"	8.245	7.051428571	13.608	12.94166667	0.75	1.961666667	"ENSG00000164171.11"	"ITGA2"	"protein_coding"	"CDS"
"chr5"	53091479	53091487	"IGF2BP1R168C"	"+"	1.28	0.43	7.26	8.533333333	11.75	0	"ENSG00000164171.11"	"ITGA2"	"protein_coding"	"3UTR"
"chr5"	53091718	53091726	"IGF2BP1R168C"	"+"	6.43	3.71	6.75	12.68	3.79	1.0825	"ENSG00000164171.11"	"ITGA2"	"protein_coding"	"3UTR"
"chr5"	53093893	53093901	"IGF2BP1R168C"	"+"	8.92	13.96	17.565	27.68285714	2.86	0	"ENSG00000164171.11"	"ITGA2"	"protein_coding"	"3UTR"
"chr5"	53603492	53603500	"IGF2BP1wt"	"+"	7.035	8.37	7.79	7.173333333	12.545	0.8	"ENSG00000164258.12"	"NDUFS4"	"protein_coding"	"CDS"
"chr5"	55405484	55405500	"IGF2BP1R168C,IGF2BP1wt"	"+"	8.916	7.044	7.767272727	17.838	3.648333333	9.91375	"ENSG00000039123.16"	"MTREX"	"protein_coding"	"CDS"
